optimizer,epoch,particle,trace,det,logdet,maxeig,mineig,eigval_coef_var,log_eigval_coef_var,log_maxeig,log_mineig
adamw,19,19,7918.292809128761,537915819.9396156,20.10321243107319,7639.627,0.96306384,2.1425898,0.7620153,8.941104,-0.03763558
adamw,20,1,9038.29589521885,1880658415.711905,21.354887440800667,8678.5625,0.8202418,2.130426,0.7563219,9.068611,-0.1981561
adamw,20,2,8910.288580536842,3430056787.3521233,21.95584300905466,8522.307,1.1197289,2.1205523,0.75167656,9.050443,0.11308662
adamw,20,3,8321.632898002863,465117366.8414957,19.957800030708313,8011.5703,0.46211103,2.1371505,0.75947344,8.988642,-0.7719501
adamw,20,4,10881.072833657265,5166344167.862539,22.365430802106857,10467.129,1.0651222,2.135155,0.7585392,9.255995,0.06308958
adamw,20,5,7411.027963399887,4352823842.242027,22.19409094005823,7003.743,1.047037,2.0905738,0.73743856,8.8542,0.04596428
adamw,20,6,9419.258754611015,3455048379.1395836,21.963101893663406,9032.071,0.66646874,2.126969,0.75469804,9.108537,-0.40576205
adamw,20,7,8219.482791781425,7722170369.633007,22.76736107468605,7806.1475,1.3713561,2.1028762,0.74330604,8.9626665,0.3158001
adamw,20,8,8824.869767665863,1308494652.007927,20.992143031209707,8521.337,1.0506468,2.1446393,0.76297134,9.050328,0.04940596
adamw,20,9,11231.162066757679,841161008.9629289,20.55029321461916,10918.047,0.886854,2.1619012,0.77098805,9.298172,-0.12007492
adamw,20,10,9776.294221282005,1245869402.3712738,20.943099334836006,9445.887,0.901368,2.146258,0.76372594,9.153335,-0.10384165
adamw,20,11,8378.49842786789,963724955.6558112,20.686316285282373,8035.943,1.033032,2.1276681,0.75502664,8.991679,0.03249811
adamw,20,12,9349.477188527584,925632590.9955505,20.645988702774048,9040.312,0.667772,2.1481433,0.76460385,9.109449,-0.40380847
adamw,20,13,7655.848884105682,2442131217.5538654,21.616137623786926,7295.4053,1.3004055,2.1113133,0.74731016,8.895,0.26267618
adamw,20,14,7733.826505899429,1088341525.7341707,20.807921692728996,7416.909,1.1442654,2.1273315,0.7548684,8.911518,0.13476287
adamw,20,15,8538.19857597351,2562618505.081484,21.664296180009842,8159.798,0.76519513,2.1185265,0.7507208,9.006975,-0.2676244
adamw,20,16,9645.588222622871,2192980420.988948,21.508527878671885,9297.267,0.96851134,2.1400497,0.76082903,9.137476,-0.031995084
adamw,20,17,11014.828890442848,3634407862.2875366,22.013711528852582,10629.105,0.97133434,2.1430376,0.76222426,9.271351,-0.029084546
adamw,20,18,8785.58673942089,2803654817.6328917,21.75418895483017,8421.25,1.1213187,2.1259217,0.75420547,9.038513,0.11450541
adamw,20,19,8365.83642756939,584657889.1659908,20.186537347733974,8073.566,0.90570235,2.143263,0.76232946,8.99635,-0.099044554
adam,1,1,1536.2430520132184,34793.77015513842,10.457193590700626,1462.381,0.110573895,2.1090784,0.7462511,7.2878213,-2.2020712
adam,1,2,1441.4749984443188,26147.0058468773,10.171489834785461,1376.1385,0.07929978,2.1162522,0.74964666,7.2270365,-2.53452
adam,1,3,2232.3077571243048,197691.52675662836,12.194462805986404,2127.4194,0.064090714,2.1119065,0.7475911,7.662665,-2.7474558
adam,1,4,1994.3199161738157,281652.4243992931,12.548429012298584,1896.5267,0.15269594,2.1066394,0.74509394,7.5477796,-1.8793067
adam,1,5,1938.6861626505852,84638.95748245264,11.346149623394012,1870.587,0.14212757,2.142863,0.7621428,7.5340075,-1.9510303
adam,1,6,1901.103395998478,598906.3704761751,13.30286055803299,1801.934,0.22553152,2.0983849,0.74116796,7.496616,-1.4892954
adam,1,7,1782.013734124601,53534.29205514341,10.888078078627586,1703.2625,0.074357115,2.11923,0.75105286,7.440301,-2.598876
adam,1,8,2321.723036415875,133361.56233571825,11.800819426774979,2225.9883,0.11058468,2.1269984,0.7547118,7.7079563,-2.2019737
adam,1,9,1661.887467443943,52150.776826344474,10.861893966794014,1571.8496,0.06643194,2.0933871,0.73878336,7.3600082,-2.7115774
adam,1,10,2116.884803235531,101365.81950130589,11.526490837335587,2031.6548,0.16622955,2.129541,0.75590646,7.6166058,-1.7943857
adam,1,11,2350.9400083124638,672150.9688302551,13.418238319456577,2232.6133,0.18096247,2.1032572,0.7434872,7.710928,-1.7094655
adam,1,12,2089.613510519266,143970.73539331538,11.877365363761783,1989.143,0.08457318,2.1091497,0.7462849,7.595459,-2.470138
adam,1,13,1793.6317087560892,62935.108043761684,11.049859344959259,1720.2167,0.12949826,2.127729,0.7550552,7.4502053,-2.044088
adam,1,14,2289.497745476663,268772.3243190388,12.501619517803192,2164.729,0.056452475,2.0924907,0.73835504,7.6800504,-2.8743563
adam,1,15,2266.0335664451122,2983315.9341272516,14.908545970916748,2099.8281,0.23120102,2.0440726,0.7149442,7.649611,-1.4644678
adam,1,16,2183.2315792292356,70806.42280179018,11.167704850435257,2088.5059,0.090826556,2.1214387,0.7520945,7.644204,-2.3988035
adam,1,17,2376.739850282669,141111.7547806912,11.857307374477386,2283.7036,0.20209897,2.13248,0.7572856,7.733554,-1.5989978
adam,1,18,2650.239581748843,482674.8269503698,13.087098404765129,2537.0652,0.15940003,2.123108,0.752881,7.838763,-1.8363383
adam,1,19,2290.1801987588406,67999.00529182449,11.127248466014862,2200.6125,0.0692794,2.132517,0.757303,7.6964912,-2.6696076
adam,2,1,2752.754348501563,882380.4643119366,13.690378472208977,2613.4336,0.14785813,2.1025858,0.74316794,7.86842,-1.9115021
adam,2,2,3553.7731768786907,9143243.779048814,16.028525590896606,3363.81,0.29689977,2.0952115,0.73965454,8.12083,-1.2143607
adam,2,3,3163.614098370075,3983427.0201468808,15.197652816772461,2986.4534,0.19904047,2.088711,0.7365471,8.001842,-1.6142471
adam,2,4,2876.5236781537533,5267299.901762041,15.47702831029892,2686.5354,0.23282656,2.0628543,0.7240906,7.8960075,-1.4574615
adam,2,5,3405.216365814209,12562203.788146185,16.346203207969666,3197.635,0.28733826,2.0758562,0.7303737,8.070167,-1.2470951
adam,2,6,3636.304343909025,11849039.515898742,16.28775691986084,3406.1091,0.14540717,2.0697832,0.7274439,8.133326,-1.9282174
adam,2,7,3536.6865724772215,5100726.738930535,15.44489324092865,3328.146,0.1277992,2.0810695,0.7328819,8.11017,-2.057295
adam,2,8,3408.0766208022833,3969963.6096771094,15.194267719984055,3225.2834,0.17811893,2.0947974,0.73945683,8.078776,-1.7253038
adam,2,9,3332.5341483056545,1330735.017316702,14.101241290569305,3151.5874,0.07667443,2.0931313,0.73866117,8.055661,-2.568187
adam,2,10,3477.2924624979496,6824862.15493847,15.736083507537842,3261.1018,0.16663006,2.0727746,0.7288881,8.089821,-1.7919791
adam,2,11,3725.96713539958,14006658.263722075,16.455043613910675,3532.7397,0.2762427,2.0992317,0.7415714,8.169829,-1.2864754
adam,2,12,3414.21495783329,7497924.864650201,15.830136597156525,3229.649,0.38723314,2.0937583,0.7389607,8.080129,-0.9487283
adam,2,13,3568.245027348399,2951409.4624075615,14.897793173789978,3392.208,0.17504399,2.1059473,0.7447654,8.129236,-1.742718
adam,2,14,3265.5107244104147,2062668.5674115957,14.53951108455658,3072.9387,0.094639525,2.0810802,0.7328871,8.03039,-2.35768
adam,2,15,3850.828610956669,25043841.02532883,17.0361385345459,3622.2756,0.38694316,2.0800056,0.7323706,8.194858,-0.94947743
adam,2,16,4341.563094243407,8491518.053419076,15.954578429460526,4111.2,0.21838568,2.0964224,0.7402323,8.32147,-1.5214926
adam,2,17,3346.8680574297905,3680493.4671695484,15.118557795882225,3183.1108,0.37565798,2.107048,0.74528795,8.065615,-0.9790762
adam,2,18,3758.8235126286745,6861037.447447523,15.741369724273682,3562.3015,0.2344007,2.0983417,0.7411474,8.178163,-1.4507232
adam,2,19,4406.439928352833,3320734.386535272,15.015696078538895,4178.6846,0.08465129,2.0999353,0.7419065,8.337751,-2.469215
adam,3,1,3951.0792071819305,9792160.19484338,16.097092628479004,3704.6587,0.14179206,2.0723577,0.7286869,8.217346,-1.9533937
adam,3,2,3617.8377462029457,21724446.684351694,16.89394837617874,3377.592,0.29254943,2.062005,0.7236788,8.124918,-1.2291217
adam,3,3,3574.899603679776,8055745.584360094,15.901895761489868,3333.8132,0.20424862,2.0595012,0.7224638,8.111872,-1.5884173
adam,3,4,4076.3925092220306,33652565.52342891,17.331599950790405,3768.9226,0.17320633,2.038931,0.7124256,8.234545,-1.7532717
adam,3,5,4753.491292089224,51679185.563974984,17.760566115379333,4470.685,0.3034192,2.0796757,0.73221195,8.405297,-1.19264
adam,3,6,4215.4171170294285,87661069.43968076,18.28898811340332,3888.7861,0.2736074,2.0336213,0.7098181,8.265852,-1.296061
adam,3,7,4129.413760378957,19287066.900696434,16.774945497512817,3833.1968,0.14491482,2.04838,0.7170492,8.251454,-1.9316092
adam,3,8,3834.831333398819,22739468.292881645,16.939612925052643,3571.6604,0.29342937,2.056371,0.7209428,8.180786,-1.2261183
adam,3,9,4304.609849005938,14925400.984521024,16.518574953079224,4033.7827,0.15317252,2.071054,0.7280576,8.30246,-1.8761904
adam,3,10,4582.396852582693,42694045.34971796,17.569569766521454,4277.396,0.3173674,2.0616481,0.72350574,8.361099,-1.1476952
adam,3,11,4221.721439778805,41249534.558155484,17.53514987230301,3947.9243,0.29378122,2.0658898,0.725561,8.280945,-1.2249199
adam,3,12,3984.8352267742157,47923678.87804335,17.685120701789856,3697.0723,0.53508735,2.0472908,0.7165174,8.215297,-0.62532526
adam,3,13,4014.8282775320113,1826537.5482089343,14.41793230175972,3785.0005,0.057338778,2.085621,0.7350667,8.238801,-2.8587782
adam,3,14,3919.342071130872,13378545.296871852,16.40916281938553,3653.2722,0.1907974,2.0583346,0.7218972,8.203379,-1.6565431
adam,3,15,3985.562925159931,33420460.154204816,17.3246790766716,3707.0742,0.28035218,2.0530593,0.719331,8.2179985,-1.2717087
adam,3,16,4651.452874720097,35603476.519718125,17.387953758239746,4343.934,0.34052545,2.063011,0.7241665,8.376535,-1.0772655
adam,3,17,4153.672830820084,19290549.303048395,16.77512612938881,3920.087,0.5110096,2.0882554,0.73632896,8.2738695,-0.67136693
adam,3,18,4498.017898499966,25887720.77750404,17.069279313087463,4214.6353,0.20939082,2.0707603,0.7279158,8.346318,-1.5635529
adam,3,19,4946.441941007972,18632164.611643985,16.740399837493896,4645.376,0.15296815,2.0763474,0.73061025,8.443627,-1.8775256
adam,4,1,3961.93067997694,30414642.10670959,17.230435252189636,3665.0034,0.38802987,2.0403154,0.7131044,8.206585,-0.9466729
adam,4,2,4162.199571669102,61564490.025234595,17.93559616804123,3850.1213,0.32952076,2.0401835,0.71303976,8.25586,-1.1101159
adam,4,3,4442.5384320914745,30571359.614887506,17.235574305057526,4106.5996,0.14412734,2.0386167,0.71227145,8.320351,-1.9370581
adam,4,4,5242.928679257631,102839499.83828485,18.44867992401123,4792.8037,0.10742095,2.0127206,0.6994873,8.474871,-2.231
adam,4,5,4381.338781148195,115416448.42259952,18.564057230949402,4018.7244,0.3214064,2.0205142,0.70335203,8.298719,-1.1350489
adam,4,6,5519.4296371638775,124851753.99320461,18.642637968063354,5096.698,0.14314291,2.03604,0.71100676,8.536348,-1.9439118
adam,4,7,4778.4852177500725,64119534.439063035,17.97625982761383,4403.108,0.23463696,2.031254,0.7086534,8.390066,-1.4497159
adam,4,8,5052.86984822154,154135429.9172443,18.853342175483704,4691.043,0.40911552,2.0487285,0.71721935,8.45341,-0.8937577
adam,4,9,5613.672808378935,114393262.39398271,18.555152773857117,5240.9976,0.26694962,2.0621831,0.7237652,8.564267,-1.3206953
adam,4,10,4806.576013058424,28544682.091940284,17.16698145866394,4450.454,0.16366431,2.0425851,0.71421623,8.400762,-1.8099378
adam,4,11,5007.104968458414,145608778.0787596,18.796433806419373,4651.0063,0.32434383,2.0499334,0.7178073,8.444839,-1.125951
adam,4,12,4623.594740152359,127202533.60938473,18.6612908244133,4265.7036,0.57066536,2.034189,0.7100972,8.358362,-0.5609523
adam,4,13,4599.562821567059,15037670.078962628,16.52606898546219,4312.044,0.18565947,2.0721252,0.72857475,8.369167,-1.6838411
adam,4,14,4460.355431973934,70661578.35963796,18.073412895202637,4119.994,0.38116378,2.0369995,0.7114779,8.323607,-0.9645262
adam,4,15,5221.784345060587,128769882.3207991,18.673537373542786,4849.8125,0.26892272,2.0496576,0.71767277,8.486695,-1.3133312
adam,4,16,5075.9968827962875,95660048.96680836,18.376311361789703,4691.991,0.5245048,2.0388668,0.7123941,8.453612,-0.64530075
adam,4,17,4869.537266716361,11261658.02162049,16.236914217472076,4558.3633,0.1488447,2.0687125,0.72692645,8.424719,-1.9048518
adam,4,18,5006.9400334358215,61165468.53127287,17.92909324169159,4668.225,0.259418,2.0589397,0.72219115,8.448534,-1.3493146
adam,4,19,5550.466544151306,203361616.54881135,19.130496323108673,5175.1006,0.7331655,2.059086,0.72226226,8.551614,-0.31038386
adam,5,1,5332.085405796766,146146287.4511788,18.800118267536163,4958.8574,0.4605393,2.0528917,0.7192494,8.50893,-0.77535707
adam,5,2,5399.769403398037,178385668.0327417,18.999458849430084,5007.3887,0.42414945,2.046158,0.7159639,8.51867,-0.8576694
adam,5,3,4813.4972115159035,186934157.0580694,19.046266913414,4401.985,0.4923914,2.013794,0.7000205,8.389811,-0.7084813
adam,5,4,5687.213093042374,182149439.11326104,19.02033758163452,5194.617,0.18864775,2.0109868,0.69862556,8.555378,-1.6678737
adam,5,5,5366.384173035622,195288401.41264185,19.089987754821777,4927.9053,0.2659291,2.0232277,0.7046941,8.502669,-1.3245256
adam,5,6,5684.8486104905605,302020453.3339586,19.526005387306213,5210.2886,0.26562056,2.018733,0.7024701,8.558391,-1.3256865
adam,5,7,4834.808230996132,79916744.96631466,18.196496307849884,4409.839,0.2452749,2.0078588,0.69706887,8.391594,-1.4053756
adam,5,8,4752.377436250448,153136823.77253225,18.846842288970947,4335.6807,0.35933766,2.008214,0.6972458,8.374634,-1.0234928
adam,5,9,5727.625832647085,149857058.8936233,18.82519268989563,5261.093,0.14521107,2.0239968,0.7050742,8.568094,-1.929567
adam,5,10,5243.299935281277,50248186.27339111,17.732484817504883,4829.598,0.14135736,2.0303936,0.70822966,8.482518,-1.9564642
adam,5,11,5427.0909932255745,544597383.0402235,20.11555713415146,4973.476,0.5090359,2.018326,0.7022685,8.511874,-0.67523676
adam,5,12,5199.558360308409,234764072.16883188,19.274092257022858,4764.6914,0.46581718,2.0185373,0.70237315,8.468988,-0.76396203
adam,5,13,4786.874873816967,49891181.96397454,17.72535490989685,4433.5986,0.34193712,2.043399,0.7146146,8.396967,-1.0731285
adam,5,14,4608.563920229673,120549516.04318593,18.607571363449097,4236.7856,0.47270843,2.0260584,0.70609224,8.351561,-0.7492765
adam,5,15,5976.148111909628,207384938.13164052,19.150087118148804,5512.634,0.18106255,2.0336573,0.7098358,8.614798,-1.7089127
adam,5,16,4991.553138643503,105684874.31666614,18.47597247362137,4558.542,0.3574616,2.0109808,0.6986226,8.424758,-1.0287273
adam,5,17,5025.01208114624,71418129.25081162,18.084062576293945,4643.756,0.33635187,2.0382357,0.7120846,8.443279,-1.0895975
adam,5,18,5076.227873638272,79133675.8626135,18.186649560928345,4655.108,0.16989978,2.0201318,0.7031628,8.445721,-1.7725465
adam,5,19,6066.472993195057,458208439.6392179,19.942834675312042,5587.677,0.5357085,2.030438,0.70825154,8.628319,-0.6241651
adam,6,1,5512.052266061306,216630528.20341545,19.193703532218933,5062.9775,0.3887958,2.0238445,0.7049989,8.52971,-0.9447011
adam,6,2,5408.969296693802,202362324.7863096,19.12557089328766,4931.279,0.3605175,2.0068035,0.69654316,8.503354,-1.0202148
adam,6,3,5734.396070957184,658171842.0275244,20.304976791143417,5237.01,0.74737024,2.0106719,0.6984689,8.563506,-0.2911946
adam,6,4,5472.49211537838,569752975.7863982,20.16071379184723,4905.4253,0.4437312,1.9686435,0.67734474,8.498097,-0.81253636
adam,6,5,5236.692440778017,213843808.36011356,19.18075692653656,4729.303,0.2605858,1.9852767,0.6857583,8.461534,-1.344823
adam,6,6,5392.985277742147,684800648.5672582,20.344638526439667,4855.384,0.4864715,1.9783015,0.68223864,8.4878435,-0.72057694
adam,6,7,5358.568637788296,325924325.6511362,19.602175652980804,4855.4463,0.42632288,1.9929154,0.68959856,8.487856,-0.8525583
adam,6,8,4659.510706424713,139882638.38502973,18.756313920021057,4200.031,0.32743764,1.9811649,0.683685,8.342847,-1.1164577
adam,6,9,6178.807726204395,364466845.697773,19.71394693851471,5631.1655,0.2606128,2.006101,0.696193,8.636072,-1.3447195
adam,6,10,5996.436097502708,105456033.63414577,18.473804831504822,5490.24,0.13826859,2.0165248,0.7013756,8.610727,-1.9785572
adam,6,11,5676.87826102972,539259844.9806901,20.105708479881287,5176.6284,0.3950724,2.0070202,0.69665116,8.551909,-0.92868626
adam,6,12,5523.186710447073,202983376.82036233,19.12863516807556,5032.344,0.28287086,2.0054874,0.69588715,8.523642,-1.2627648
adam,6,13,5593.991050481796,154922388.82941946,18.85843515396118,5159.55,0.29607987,2.033571,0.7097934,8.548605,-1.217126
adam,6,14,5133.79376500845,113231136.90806684,18.544941544532776,4703.004,0.3592698,2.017923,0.7020688,8.455956,-1.0236816
adam,6,15,5676.937953531742,178352913.77872193,18.999274730682373,5159.9116,0.15158969,1.9997529,0.6930236,8.548675,-1.8865778
adam,6,16,5289.033338814974,171120603.50378525,18.957879304885864,4775.2744,0.31527117,1.9850907,0.68566465,8.471207,-1.1543221
adam,6,17,5216.013942837715,174263158.72583824,18.97607672214508,4731.9097,0.26778853,1.9956622,0.6909759,8.462084,-1.3175577
adam,6,18,5105.989206746221,83212326.7759492,18.236905932426453,4637.6426,0.13084574,1.9982249,0.6922592,8.441961,-2.0337362
adam,6,19,6127.530687570572,825800390.5376903,20.53186345100403,5539.792,0.4988339,1.9878359,0.6870465,8.619712,-0.69548213
adam,7,1,5497.270023658872,154332992.10920224,18.85462349653244,4980.418,0.18130119,1.9924333,0.6893567,8.513269,-1.7075956
adam,7,2,5691.228729069233,300750955.21056074,19.521793723106384,5153.2207,0.40791422,1.9914036,0.68883973,8.547378,-0.89669836
adam,7,3,5604.408582806587,403350691.24776065,19.81531721353531,5067.642,0.44453156,1.9881797,0.6872195,8.530631,-0.8107342
adam,7,4,5567.863046914339,520792543.5930104,20.070862412452698,4968.5493,0.40079525,1.9587983,0.67233115,8.510883,-0.9143046
adam,7,5,5329.154863730073,75715031.39890227,18.14248698949814,4803.2036,0.1335422,1.9810036,0.6836036,8.477038,-2.0133379
adam,7,6,5660.279961109161,927803986.2798028,20.64833152294159,5047.451,0.4297378,1.9570359,0.67143106,8.526639,-0.84458
adam,7,7,6033.282557845116,984027624.9363079,20.707164734601974,5472.747,0.77190936,1.9953489,0.69081897,8.607536,-0.25888816
adam,7,8,5685.370147615671,252718370.65119392,19.34778583049774,5118.698,0.18126097,1.9785117,0.6823449,8.540655,-1.7078174
adam,7,9,6267.150885269046,306958965.8327672,19.542224884033203,5656.4854,0.22948425,1.9843714,0.6853022,8.640558,-1.471921
adam,7,10,6154.500309228897,52656332.44927781,17.779297471046448,5614.052,0.07298899,2.0081024,0.6971902,8.633028,-2.6174467
adam,7,11,5998.806728005409,975424422.3083192,20.698383927345276,5398.85,0.46565378,1.9774994,0.6818331,8.593942,-0.76431286
adam,7,12,5380.754988074303,609834842.6544231,20.22869861125946,4831.985,0.70042646,1.9729431,0.6795264,8.483012,-0.35606587
adam,7,13,6038.365852743387,166267585.6415748,18.929108917713165,5569.503,0.3876573,2.0336468,0.70983064,8.625061,-0.9476335
adam,7,14,5601.489635616541,236787653.87381598,19.282674193382263,5105.387,0.36203805,2.0062666,0.6962756,8.538052,-1.016006
adam,7,15,5415.3481531739235,208132389.97059473,19.153685450553894,4849.9307,0.18649131,1.9668715,0.67644423,8.48672,-1.6793706
adam,7,16,5613.464772224426,203642658.37481922,19.131877303123474,5056.2847,0.35670352,1.9799873,0.6830904,8.528387,-1.0308503
adam,7,17,5817.363308548927,123463864.07900634,18.63145923614502,5307.3057,0.2611419,2.0086033,0.6974396,8.576839,-1.3426913
adam,7,18,5437.622142031789,186267362.002882,19.04269403219223,4901.8247,0.22283526,1.9812276,0.68371665,8.497363,-1.5013225
adam,7,19,6500.246862053871,1204111362.0266,20.909007668495178,5871.8228,0.6272391,1.9860599,0.68615276,8.67792,-0.46642745
adam,8,1,5529.056325763464,529161017.1986126,20.086803078651428,4956.3076,0.48092017,1.9687679,0.6774079,8.508416,-0.732054
adam,8,2,5876.281805366278,195847966.05890396,19.092849016189575,5282.2646,0.21544561,1.9752779,0.6807091,8.57211,-1.5350468
adam,8,3,5927.121285110712,563870680.1919619,20.15033519268036,5316.7393,0.37463227,1.9703418,0.67820704,8.578615,-0.98181033
adam,8,4,5982.438923031092,539088217.4018592,20.105390191078186,5309.672,0.27342692,1.9470258,0.666303,8.577286,-1.2967209
adam,8,5,5520.124922722578,288549135.59042454,19.480376362800598,4920.6196,0.28284833,1.9565098,0.6711622,8.50119,-1.2628444
adam,8,6,5806.173190027475,1088296778.3393638,20.80787980556488,5138.377,0.43360487,1.9406599,0.66302806,8.544493,-0.8356216
adam,8,7,6480.273484885693,1161948504.292635,20.873364478349686,5860.9946,0.7435829,1.9888656,0.68756443,8.676075,-0.296275
adam,8,8,6169.694010324776,182199235.73776045,19.0206116437912,5553.543,0.11249811,1.9782153,0.68219507,8.622191,-2.1848187
adam,8,9,6253.697177886963,378580031.1569931,19.751938581466675,5586.0063,0.23981929,1.9614733,0.6736959,8.62802,-1.4278696
adam,8,10,6316.4974405020475,104288359.81640685,18.46267056465149,5736.709,0.115317985,1.9982642,0.6922789,8.654641,-2.1600618
adam,8,11,6335.8490189909935,1460052335.4312973,21.101738452911377,5677.7676,0.58364624,1.968119,0.6770783,8.644314,-0.53846025
adam,8,12,5915.045516401529,501070645.99990726,20.032258093357086,5329.5537,0.4581584,1.98048,0.68333924,8.581023,-0.7805403
adam,8,13,5992.8365931510925,209539307.81735706,19.160422265529633,5475.698,0.38676143,2.0119214,0.6990902,8.608075,-0.94994724
adam,8,14,5521.984530687332,715997633.0670147,20.389187067747116,4963.3555,0.705848,1.9749036,0.6805196,8.509837,-0.34835538
adam,8,15,5951.762894243002,409098663.29494524,19.829467296600342,5304.5293,0.19613299,1.956259,0.671034,8.576317,-1.6289624
adam,8,16,6183.814626336098,529870655.90432733,20.088144063949585,5515.281,0.43773186,1.9583107,0.67208225,8.615278,-0.82614875
adam,8,17,5762.841241955757,301555039.30298483,19.52446347475052,5200.959,0.51015985,1.9842272,0.68522954,8.556599,-0.67303115
adam,8,18,5736.987244993448,189157845.3298124,19.058092653751373,5148.6533,0.1818265,1.9714111,0.67874956,8.546491,-1.7047024
adam,8,19,7156.99907130003,2061293048.8088644,21.446599513292313,6461.3716,0.6351406,1.9847957,0.685516,8.773597,-0.4539089
adam,9,1,6163.111757874489,634322783.9620996,20.26806902885437,5548.1743,0.49840224,1.9783564,0.68226635,8.621224,-0.69634783
adam,9,2,6550.085977196693,666124318.4548608,20.31698703765869,5888.662,0.4194485,1.9755019,0.6808225,8.680784,-0.8688146
adam,9,3,6129.54926943779,556967292.3946048,20.13801681995392,5479.616,0.33592367,1.9629433,0.67444503,8.60879,-1.0908713
adam,9,4,5969.997954010963,1071772974.502678,20.79257959127426,5261.0957,0.47460926,1.9317883,0.6584462,8.568094,-0.74526346
adam,9,5,5738.90076687932,724318818.8201687,20.40074247121811,5092.248,0.37765983,1.9464077,0.66598547,8.535475,-0.97376144
adam,9,6,6487.306659221649,934889615.8220274,20.655938148498535,5730.3696,0.21131873,1.936543,0.6609044,8.653535,-1.5543877
adam,9,7,6462.803074061871,1798966198.2925055,21.310477912425995,5764.3735,0.7579941,1.9580837,0.6719663,8.6594515,-0.27707964
adam,9,8,6096.746066346765,217380602.14937893,19.197160124778748,5438.971,0.15795733,1.9586574,0.6722592,8.601345,-1.8454304
adam,9,9,6387.433858573437,625564082.5041631,20.25416451692581,5636.2812,0.2586972,1.9350052,0.66011,8.63698,-1.3520969
adam,9,10,6572.613726228476,207717883.07105517,19.151691436767578,5924.292,0.14080343,1.9811808,0.68369305,8.686816,-1.9603904
adam,9,11,7003.408080786467,1820609083.5377388,21.32243698835373,6250.1343,0.39644048,1.9591187,0.67249477,8.740358,-0.9252294
adam,9,12,6355.537054866552,1066274510.0753213,20.78743702173233,5651.875,0.4866055,1.9515167,0.6686069,8.639743,-0.72030157
adam,9,13,5717.493896782398,357248566.013561,19.69394227862358,5163.8633,0.6114498,1.9856414,0.685942,8.54944,-0.49192247
adam,9,14,5918.656566739082,1804873898.6841288,21.313756745308638,5289.8306,1.0233752,1.9624051,0.6741708,8.573542,0.02310614
adam,9,15,6163.009941369295,872639071.1377057,20.587032675743103,5474.3574,0.34782127,1.9489818,0.6673071,8.60783,-1.0560665
adam,9,16,6475.364443123341,655971210.2348229,20.30162739753723,5749.361,0.46235853,1.94862,0.6671214,8.656844,-0.77141464
adam,9,17,6373.459443092346,413031709.3256294,19.83903533220291,5756.415,0.43590927,1.9858881,0.6860662,8.658071,-0.83032113
adam,9,18,6392.012875601649,309990460.1678383,19.55205261707306,5756.1196,0.24051265,1.9790397,0.6826117,8.658019,-1.4249825
adam,9,19,7105.948935449123,1446868807.9655209,21.09266746044159,6356.8545,0.52088135,1.9646736,0.67532617,8.757289,-0.652233
adam,10,1,6344.405782282352,707938422.2029536,20.37786829471588,5672.161,0.37627512,1.9630008,0.6744743,8.643326,-0.97743464
adam,10,2,6085.289511531591,271132816.1468753,19.41811889410019,5407.305,0.255581,1.9500303,0.66784495,8.595506,-1.364216
adam,10,3,6003.7483775913715,621593499.0581225,20.247796893119812,5320.7134,0.49927476,1.9442238,0.6648628,8.579363,-0.69459873
adam,10,4,6406.159087538719,1700089039.7302585,21.253946185112,5660.454,0.57767045,1.9374436,0.6613694,8.641259,-0.5487517
adam,10,5,6078.85959404707,545317875.7144485,20.1168794631958,5385.435,0.24301857,1.9431708,0.66432106,8.591454,-1.4146174
adam,10,6,6529.769692257047,932948964.6027333,20.65386140346527,5739.833,0.22093947,1.9262155,0.6555572,8.655186,-1.5098665
adam,10,7,6748.752436637878,1489397851.0901027,21.121638238430023,6028.663,0.6232848,1.961571,0.6737457,8.704281,-0.47275168
adam,10,8,6083.85510802269,556321271.9733925,20.13685691356659,5380.995,0.32834625,1.9399354,0.6626547,8.590629,-1.1136866
adam,10,9,6664.6951931118965,1434477577.5580983,21.084067046642303,5822.1646,0.41493398,1.9136323,0.64900315,8.669428,-0.8796359
adam,10,10,6777.372427612543,363316010.47378695,19.710784077644348,6115.832,0.19106951,1.9837118,0.6849698,8.7186365,-1.655118
adam,10,11,6646.222095489502,2132929696.4946492,21.480762124061584,5872.7705,0.47238946,1.9376318,0.66146654,8.6780815,-0.7499515
adam,10,12,6770.982716858387,1519059118.8360968,21.141357004642487,6030.1484,0.5146809,1.9547896,0.6702826,8.704527,-0.6642081
adam,10,13,5963.168971478939,805393636.970438,20.506842114031315,5363.5483,0.95937055,1.9764658,0.6813103,8.587381,-0.04147788
adam,10,14,6214.017271637917,1795496251.9083018,21.30854696035385,5512.166,0.7429172,1.9460611,0.6658074,8.614713,-0.2971707
adam,10,15,6533.486653983593,990382807.2641456,20.713602542877197,5760.968,0.3012485,1.9332415,0.6591981,8.658861,-1.1998198
adam,10,16,6994.395066410303,728738357.4925741,20.40682554244995,6216.979,0.37036267,1.950998,0.66834104,8.73504,-0.99327254
adam,10,17,6774.342767000198,660694482.9750655,20.30880230665207,6104.1274,0.54668593,1.9807636,0.6834824,8.716721,-0.6038808
adam,10,18,6539.370392054319,366905586.57030743,19.72061550617218,5870.5327,0.2567992,1.9722304,0.6791651,8.677701,-1.3594608
