optimizer,epoch,mean,std,coef_var,max
spectralnorm,24,1.5829076766967773,0.11447598785161972,0.07232006612698284,1.7322062253952026
spectralnorm,25,1.540572166442871,0.12582352757453918,0.0816732447302754,1.7311787605285645
spectralnorm,26,1.573445439338684,0.12182483077049255,0.07742551964286432,1.730736494064331
spectralnorm,27,1.5972057580947876,0.10385916382074356,0.06502553806507123,1.725235939025879
spectralnorm,28,1.5434978008270264,0.11133140325546265,0.07212929179154633,1.732064962387085
spectralnorm,29,1.5808448791503906,0.1252133846282959,0.0792066231669679,1.732069730758667
spectralnorm,30,1.577904462814331,0.11422611773014069,0.07239102266458412,1.7320808172225952
muonspectralnorm,1,0.76497483253479,0.0643572062253952,0.08412983471906355,0.944762647151947
muonspectralnorm,2,1.955702304840088,0.19703611731529236,0.10074954497300316,2.5656065940856934
muonspectralnorm,3,2.4295413494110107,0.24858567118644714,0.10231794212792934,3.201969623565674
muonspectralnorm,4,2.6928024291992188,0.44444847106933594,0.16505053109355122,3.978081226348877
muonspectralnorm,5,2.6945464611053467,0.49709948897361755,0.1844835471011694,5.003208637237549
muonspectralnorm,6,2.749488592147827,0.4329729378223419,0.15747398954803993,3.6625635623931885
muonspectralnorm,7,2.775649309158325,0.4591582119464874,0.16542371200550562,4.08820915222168
muonspectralnorm,8,2.6655755043029785,0.3923207223415375,0.14718049505940572,3.74346923828125
muonspectralnorm,9,2.758302688598633,0.4503016173839569,0.1632531553716951,3.8823208808898926
muonspectralnorm,10,2.8206233978271484,0.597606897354126,0.21187050274577213,4.852702617645264
muonspectralnorm,11,2.7708728313446045,0.5485861897468567,0.1979831710575644,3.8745012283325195
muonspectralnorm,12,2.698274612426758,0.5804215669631958,0.21510841197930547,4.043038845062256
muonspectralnorm,13,2.726620674133301,0.6106652021408081,0.2239641208379371,4.023185729980469
muonspectralnorm,14,2.6471168994903564,0.5572620034217834,0.2105165825993827,4.096179008483887
muonspectralnorm,15,2.486941337585449,0.49244970083236694,0.19801420057237148,4.003077983856201
muonspectralnorm,16,2.4648218154907227,0.5605260729789734,0.22741038295596958,3.5134031772613525
muonspectralnorm,17,2.3955957889556885,0.5192634463310242,0.21675753844824822,3.5712075233459473
muonspectralnorm,18,2.4265990257263184,0.5439302921295166,0.22415334645851095,3.719325542449951
muonspectralnorm,19,2.282167434692383,0.5063037276268005,0.22185213929978195,3.4074690341949463
muonspectralnorm,20,2.220318078994751,0.5300809741020203,0.23874100702815265,3.5781021118164062
muonspectralnorm,21,2.2648181915283203,0.5972726941108704,0.2637177219544608,3.8644871711730957
muonspectralnorm,22,2.1397218704223633,0.47045326232910156,0.2198665484669921,3.2158362865448
muonspectralnorm,23,2.0743045806884766,0.5677871704101562,0.27372410768224964,3.465322971343994
muonspectralnorm,24,1.9615131616592407,0.5831457376480103,0.2972938183880083,3.2096526622772217
muonspectralnorm,25,2.0532188415527344,0.5418084263801575,0.26388245393774884,3.3447272777557373
muonspectralnorm,26,1.9617059230804443,0.6545999050140381,0.33368911074404434,4.309239387512207
muonspectralnorm,27,1.784562110900879,0.5823137760162354,0.32630625320307455,3.1854300498962402
muonspectralnorm,28,1.8729645013809204,0.6343183517456055,0.3386707816821558,3.7424795627593994
muonspectralnorm,29,1.6830369234085083,0.6340383291244507,0.3767227684110388,2.9861416816711426
muonspectralnorm,30,1.4726533889770508,0.5407559871673584,0.36719841288857774,2.919616460800171
